sqldate,eventcode,actor1name,actor2name,sourceurl,pressure_url_1,reason_url_1,model_url_1,temp_url_1,temp_url_2,temp_article,pressure_url_2,reason_url_2,model_url_2,article_text,pressure_article,reason_article,model_article,pressure_final,reason_final,final_source,mode_used
20220101,84,ROMANIA,,https://evz.ro/catalin-harnagea-fostul-sef-al-serviciului-extern-de-informatii-incepe-sa-scrie-in-evenimentul-zilei.html,neutral,unclear,mistral:7b,0.3,,0.3,,,,,,,mistral:7b,neutral,unclear,url_1,4
20220101,10,RUSSIA,,https://www.volynnews.com/news/all/5-naykrutishykh-skarbiv-volynskoho-krayeznavchoho-muzeiu-foto/,neutral,None of the provided lexical tokens indicate migration pressure,mistral:7b,0.3,,0.3,,,,,,,mistral:7b,neutral,None of the provided lexical tokens indicate migration pressure,url_1,4
20220101,10,RUSSIA,,https://kino.24tv.ua/ru/novogodnie-multfilmy-dlja-vsej-semi-dushevnaja-podborka-dlja_n1831930,unclear,"URL is too short and generic, no clear migration-related tokens",mistral:7b,0.3,,0.3,,,,"Рождество – это самый прекрасный праздник, который с большим нетерпением ждут дети и взрослые. Так как он полон радости, и каждый ждет в это время чуда. Ничто так не помогает окунуться в атмосферу праздника, как шедевры мировой анимации. Мы подготовили пятерку лучших.

Не пропустите Разрушаем мифы в кино: 5 популярных стереотипов о казино, которые нам навязывает Голливуд

Рождественская история

(A Christmas Carol)

Год выхода: 2009

О сюжете

Великолепная анимационная драма от студии Walt Disney Pictures ""Рождественская история"" является экранизацией повести известного классика мировой литературы Чарльза Диккенса.

События картины разворачиваются вокруг пожилого мужчины по имени Эбенезер Скрудж. Он жуткий скряга, и каждый день думает только о том, как бы сэкономить лишний цент. У него нет ни капельки сочувствия к бедным людям, да и ко всему прочему, Скруджу просто чужды дружба, любовь, а Рождество он вообще не считает праздником.

Однако в преддверии этого светлого и доброго праздника Эбенезеру предстоит пережить еще раз свое прошлое и увидеть настоящее и будущее, что заставит его по-другому взглянуть на мир, и это изменит его навсегда.

Трейлер мультфильма ""Рождественская история"": смотрите видео онлайн

Актер всегда находится в центре внимания на съемочной площадке. Так же, как SlotoKing среди любителей азартных игр. Это онлайн-казино занимает лидирующие позиции среди украинских аналогов, так как предоставляет только высококачественный сервис.

Полярный экспресс

(The Polar Express)

Год выхода: 2004

О сюжете

Мультфильм режиссера Роберта Земекиса, снятый по мотивам одноименной книги Криса Ван Оллсбурга.

Сюжет рассказывает о необычных путешествиях маленького мальчика по Северному полюсу в волшебном поезде к Санта-Клаусу. Мальчик верит в Санту, вопреки тому, что все его друзья и семья в один голос утверждают, что это лишь сказка. И вот однажды вера мальчика вознаграждается.

В канун Рождества мальчик вдруг получает возможность поехать на волшебном поезде к нему в гости. И в то время, как на спящий мир опускается Рождественская ночь, пассажиры экспресса мчатся на Северный полюс, встречая приключения и опасности на своем пути, которые подстерегают их в зловещих горах, темных лесах и ледяной тундре. Героев ждут удивительные путешествия на пути к их цели.

Трейлер мультфильма ""Полярный экспресс"": смотрите видео онлайн



Клаус

(Klaus)

Год выхода: 2019

О сюжете

История о том, как все началось...

Когда эгоистичный и ленивый сын богатого магната Джеспер проваливает учебу в почтовой академии, заслуженно становясь худшим студентом, отец парня отправляет его на перевоспитание на отдаленный остров за полярным кругом.

Чтобы вернуться домой и пользоваться благами родительского достатка, Джесперу придется послать шесть тысяч писем, однако вскоре он обнаруживает, что местные жители, разделенные на два противоборствующих лагеря, вообще не пользуются почтовыми услугами.

Джеспер, раздосадованный очередной неудачей, собирается признать миссию невыполнимой, но неожиданно находит союзников – очаровательную учительницу Альву и таинственного лесоруба Клауса.

Трейлер мультфильма ""Клаус"": смотрите видео онлайн



Хранители снов

(Rise of the Guardians)

Год выхода: 2012

О сюжете

Это полнометражный мультфильм-сказка, созданный по книге писателя Уильяма Джойса.

Герои этой истории, Санта-Клаус, Пасхальный кролик, Зубная фея и Песочный человек, дружат с детства, а теперь они являются одной дружной командой, которая охраняет сны малышей. Все шло замечательно, пока на горизонте не появился злой дух. Ему совсем не по нраву то, что дети очень много мечтают, и в планы злодея входит заменить детские фантазии ночными кошмарами.

Восемнадцатилетний Ледяной Джек приходит на помощь хранителям и возглавляет борьбу против злого духа. Ситуация осложняется тем, что прихвостни злодея похитили помощниц Зубной Феи и детские зубки, в том числе и зубы Джека, что лишает стража детских воспоминаний. Однако отступать нельзя. Детей, их мечты и веру надо спасти.

Трейлер мультфильма ""Хранители снов"": смотрите видео онлайн



Секретная служба Санта-Клауса

(Arthur Christmas)

Год выхода: 2011

О сюжете

Мультфильм погружает зрителя в мир захватывающих приключений Санта-Клауса и его младшего сына Артура. Каждый ребенок старается вести себя хорошо, чтобы в Новый Год увидеть под елкой желанные подарки, но одна девочка, несмотря на то, что весь год вела себя хорошо, осталась без подарка. Как такое могло произойти?

Почему верные помощники Санта-Клауса, эльфы, допустили такую ошибку? Ведь это же волшебный праздник, и у каждого ребенка должен быть подарок! Ситуацию решает исправить Артур, сын Санта-Клауса, который работает в почтовом отделении. Храбрый мальчик решается на опасные приключения ради справедливости.

Трейлер мультфильма ""Секретная служба Санта Клауса"": смотрите видео онлайн

Сайт 24 канала поздравляет всех с Новым годом и Рождеством Христовым. Спасибо, что доверяете – мы вместе меняем страну к лучшему.",neutral,The article is about Christmas movies and does not directly discuss conditions that may cause people to leave or arrive in a specific country.,mistral:7b,neutral,The article is about Christmas movies and does not directly discuss conditions that may cause people to leave or arrive in a specific country.,article,4
20220101,111,RUSSIAN,,https://www.teleport2001.ru/news/2022-01-02/140398-zasukha-grozit-lyudyam-i-zhivotnym-iz-za-stroitelstva-plotiny-na-dalnem-vostoke.html,push,stroitelstvo plotiny (construction of a pipeline) on the far east could potentially cause displacement of people and animals,mistral:7b,0.3,,0.3,,,,,,,mistral:7b,push,stroitelstvo plotiny (construction of a pipeline) on the far east could potentially cause displacement of people and animals,url_1,4
20220101,110,RUSSIAN,FRENCH,http://malijet.com/actualite-politique-au-mali/editorial-journaux-mali/265485-edito-le-pragmatisme-russe-aux-antipodes-des-th%C3%A9ories-fran%C3%A7aises.html,unclear,URL is in French and does not contain clear migration-related tokens,mistral:7b,0.3,,0.3,,,,"Edito : le pragmatisme Russe aux antipodes des théories Françaises. P1

Partager :

Pendant près de huit ans le Mali est sous coupe réglée des djihado-terroristes, malgré la présence massive des forces françaises Barkhanes et de ses supplétifs de la MINUSMA, du G5 Sahel et de la Task Force Takuba. Huit longues années de traversée du désert et de décompte macabre pour le Mali, au nez et à la barbe de plus de 20 000 soldats venus pour stabiliser le Mali en luttant efficacement contre le terrorisme. Nul besoin d’aller chercher loin les faits parlent d’eux-mêmes, le bilan est tout simplement catastrophique. Des camps militaires détruits, des militaires maliens égorgés par dizaines, faute de renseignements, des villages entiers effacés sur la carte du Mali, des populations civiles et leurs biens calcinés. Comme si cela ne suffisait pas des communautés qui ont vécu en parfaite symbiose pendant des siècles s’entretuent sans que les forces d’interposition que sont celles de la MINUSMA ne pipent mot. Et pourtant ils ne sont que quelques groupuscules armés à semer la chienlit et la désolation dans 3 pays, à savoir le Burkina Faso, le Niger et le Mali, alors même qu’en plus des armées de ces trois pays, des milliers d’autres troupes venues d’ailleurs pullulent au sahel sous le prétexte fallacieux de combattre le terrorisme. Ses troupes sont-elles réellement présentes au Mali pour lutter contre le terrorisme, ou pour simplement entretenir une guerre pendant longtemps afin d’exploiter les immenses ressources de ces trois pauvres pays ?

Le Mali semble répondre à cette question en faisant d’abord le constat d’échec de ses partenaires et en prenant son destin en main en se tournant vers la Russie pour trouver des solutions à sa crise sécuritaire. Par ce choix audacieux il s’est attiré la foudre de l’Occident, autrement dit la France et ses alliés qui voient un pan important de leurs territoires conquis leur échapper impuissamment. En effet, en trois petits mois de coopération avec la Russie, le Mali a pu obtenir, en termes de résultats, ce qu’il n’a pas eu en sept ans de collaboration avec la France et ses forces supplétives. Le Pays de Soundiata commence à pousser un grand ouf de soulagement, car la peur a complètement changé de camp. Certains observateurs ne se privent même plus d’affirmer que la coopération militaire avec la Russie a permis aux Forces Armées Maliennes, FAMA, de faire en un temps record ce que l’ensemble des forces présentes au Mali n’ont pas fait en sept ans.

Comme pour dire que le pragmatisme Russe est clairement aux antipodes des grandes théories françaises et occidentales. Les FAMA montent véritablement en puissance et pourchassent même l’ennemi jusqu’à son dernier retranchement, ce qui était un rêve hier. A en juger par les images et les informations que nous recevons des sources officielles, sur les réseaux sociaux et sur d’autres plateformes d’information, les forces armées maliennes sont requinquées, le moral est au beau fixe et l’engagement est au rendez-vous. L’ennemi est en débandade et l ’armée gagne du terrain Hier les soldats maliens étaient qualifiés de soldats mal formés, mal équipés, et prêts à fuir au moindre coup de feu, aujourd’hui ils défendent, avec patriotisme et engagement, l’intégrité de leur territoire. Les différents résultats obtenus par les FAMA avec le soutien multiformes de la Russie renforcent le sentiment d’affection des maliens vis-à-vis de Poutine et de son pays et accentue le rejet voire la haine vis-à-vis de la France et ses alliés au Mali. Vive la coopération Russo-malienne, Vive la Russie, vive Poutine ; à bas la France, à bas Macron, à bas les alliés de la France. C’est en substance les slogans qu’on entend au Mali.

Youssouf Sissoko

À lire aussi",push,"The article discusses the long-term occupation of Mali by jihadist terrorists, despite the presence of massive French forces and other international peacekeeping missions. The result is a catastrophic situation with destroyed military camps, massacred Malian soldiers, villages wiped off the map, civilian populations and their properties burned, and communities turning against each other. This creates conditions that may cause people to leave Mali.",mistral:7b,push,"The article discusses the long-term occupation of Mali by jihadist terrorists, despite the presence of massive French forces and other international peacekeeping missions. The result is a catastrophic situation with destroyed military camps, massacred Malian soldiers, villages wiped off the map, civilian populations and their properties burned, and communities turning against each other. This creates conditions that may cause people to leave Mali.",article,4
20220101,182,JEDDAH,FRANCE,https://www.la-croix.com/Dakar-2022-Al-Attiyah-auto-Sanders-moto-remportent-prologue-concurrent-blesse-explosion-2022-01-01-1301192706,neutral,None of the provided lexical tokens indicate migration pressure,mistral:7b,0.3,,0.3,,,,,,,mistral:7b,neutral,None of the provided lexical tokens indicate migration pressure,url_1,4
20220101,182,JEDDAH,FRANCE,https://www.la-croix.com/Dakar-2022-Al-Attiyah-auto-Sanders-moto-remportent-prologue-concurrent-blesse-explosion-2022-01-01-1301192706,neutral,Same as row 124,mistral:7b,0.3,,0.3,,,,,,,mistral:7b,neutral,Same as row 124,url_1,4
20220101,182,JEDDAH,FRENCH,https://www.la-croix.com/Dakar-2022-Al-Attiyah-auto-Sanders-moto-remportent-prologue-concurrent-blesse-explosion-2022-01-01-1301192706,neutral,Same as row 124,mistral:7b,0.3,,0.3,,,,,,,mistral:7b,neutral,Same as row 124,url_1,4
20220101,182,JEDDAH,FRANCE,https://www.la-croix.com/Dakar-2022-Al-Attiyah-auto-Sanders-moto-remportent-prologue-concurrent-blesse-explosion-2022-01-01-1301192706,neutral,Same as row 124,mistral:7b,0.3,,0.3,,,,,,,mistral:7b,neutral,Same as row 124,url_1,4
20220101,120,SAUDI,SAUDI ARABIA,https://www.la-croix.com/Dakar-2022-Al-Attiyah-auto-Sanders-moto-remportent-prologue-concurrent-blesse-explosion-2022-01-01-1301192706,neutral,Same as row 124,mistral:7b,0.3,,0.3,,,,,,,mistral:7b,neutral,Same as row 124,url_1,4
20220101,60,SENEGAL,,https://www.la-croix.com/Dakar-2022-Al-Attiyah-auto-Sanders-moto-remportent-prologue-concurrent-blesse-explosion-2022-01-01-1301192706,neutral,Same as row 124,mistral:7b,0.3,,0.3,,,,,,,mistral:7b,neutral,Same as row 124,url_1,4
20220101,60,DAKAR,,https://www.la-croix.com/Dakar-2022-Al-Attiyah-auto-Sanders-moto-remportent-prologue-concurrent-blesse-explosion-2022-01-01-1301192706,unclear,<URL too short>,mistral:7b,0.3,,0.3,,,,"Le Qatarien Nasser Al-Attiyah (Toyota), en auto, et l'Australien Daniel Sanders (KTM), en moto, ont remporté samedi entre Jeddah et Ha'il en Arabie Saoudite le prologue du Dakar-2022, marqué par l'explosion deux jours plus tôt d'une voiture d'assistance.

Le pilote français du véhicule Philippe Boutron a été blessé par cette déflagration survenue jeudi près de Jeddah (centre-ouest) et a été opéré en Arabie Saoudite avant d'être rapatrié en France, a annoncé samedi l'organisation de la course. ""Son état est en cours d'amélioration"", a précisé ASO dans un communiqué.

Le ministre saoudien de l'Intérieur a écarté dans un tweet tout ""soupçon d'ordre criminel"" pour expliquer cet ""accident"", alors que ASO déclarait plus tôt dans un communiqué que ""la police saoudienne"" envisageait toutes les possibilités ""y compris celle d'un acte malveillant"".

Lors du prologue samedi, l'Espagnol Carlos Sainz, double champion du monde des rallyes et triple vainqueur du Dakar, a placé sa nouvelle Audi hybride à la deuxième place chez les autos, à 12 secondes d'Al-Attiyah. Le Sud-Africain Henk Lategan (Toyota) a terminé 3e.

C'était la première fois qu'un véhicule équipé de moteurs électriques prenait le départ de la course. Stéphane Peterhansel, détenteur du record de victoires dans l'épreuve (14 succès, dont six à moto) et 14e du prologue, pilote l'un des deux autres buggies hybrides engagés par Audi.

Trois autres favoris, le Français Sébastien Loeb (Prodrive), 5e, l'Espagnol Nani Roma (Prodrive), 7e, et le Sud-Africain Giniel De Villiers (Toyota), 8e, ont également fini à moins d'une minute d'Al-Attiyah.

""Je n'ai pas forcé, je ne voulais pas tout perdre dans la première étape (...) La stratégie, c'était d'essayer de faire un temps pour pouvoir choisir notre position pour demain"", a expliqué Loeb.

En moto, la victoire est revenue à l'Australien Daniel Sanders (KTM).

Quatrième du classement final pour son premier Dakar en 2021, le pilote KTM de 27 ans a frappé d'entrée, avec une minute d'avance sur le Chilien Pablo Quintanilla (Honda) et 1 min 55 sec sur Ross Branch (Yamaha).

Le tenant du titre, l'Argentin Kevin Benavides (KTM), s'est classé quatrième de ce prologue destiné à déterminer l'ordre des départs pour dimanche. Le premier Français, Adrien Van Beveren, a pris la sixième place.

Le rallye-raid Dakar-2022 s'est élancé ce samedi pour plus de 8.000 km en deux semaines dans les sables d'Arabie Saoudite.",unclear,"The article primarily discusses a racing event and the injuries of a participant, not migration-driving conditions.",mistral:7b,unclear,<URL too short>,url_1,4
20220101,180,SETTLER,ISRAEL,https://www.alarab.com/Article/1018146,unclear,<URL too short>,mistral:7b,0.3,,0.3,,,,"اتكالا منا على الله.. اول الحروف للعاصفة...في بيانها الاول... وحجر رمي في نهر الاردن قالوا سيغير مجرى التاريخ.... الى الاعتراف بتوثيق مؤتمر هرتزل الاول.. واقرار سياسي وتاريخي وقانوني . بالاعتراف على معظم الارض التاريخية لصالح المشروع الصهيوني.. باغتيال العاصفة .

احتفى المحتفون با حتفالات خجولة بالانطلاقة وتحفظات باطنة معترضة على هذا النهج من الفتحاويين وما زالت قواعد فتح وكوادرها غير قادرة على زحزحه وانهاء هذا النهج المدمر للحركة الوطنية وفتح. لانطلاقة ثورة انتهكت مبادئها واهدافها وشرد وقتل كثير من مناضليها ودخلت دهاليز التسوية المميتة لقضيتنا وحقوقنا وكرامتنا وشهدائنا ليحتفلوا بخيبتهم وسقوط ثورة .. كان الاجدر ان تصوبوا بموضوعية سلوك وطريق لحركة استولى عليها مارقين ولصوص لترجعوا الحق الوطني الى نصابه ولتعيدوا شرف القسم والوعد فان الوعد والعهد مسؤلا ... وما زالت مشكلتنا قائمة في نخب تجامل وهي تدري او لا تدري انها تتساوق وتؤيد هؤلاء اللصوص. لثورة وكيان يبيع غالبية فلسطين في اول محطة تمكنت فيها تلك الفئة، في

في حين قراءة الواقع بشكل جيد يعطيك احداثيات الماضي.

قال رئيس أركان الجيش الإسرائيلي، أفيف كوخافي، إن جيشه كان يستعد لشن عملية أمنية واسعة في جنين قبل ثلاثة أشهر، لكن إسرائيل مارست ضغوطا على السلطة الفلسطينية حتى نفذت العملية بنفسه وصادرت اسلحة واعتقلت العشرات ولاحقت الارهبيين وعمليات العنف .

عام مضى حمل معه الكثير من الروايات والاحداث على المستوى الذاتي والاقليمي والدولي وكان عاما قاسيا على جمبع الشعوب في العالم. وانذا ر للبشرية ومهما اتت من قوة البطش والتقدم العلمي بان القوة لله وحده الواحد الاحد..وفلسطينيا حمل معه استمرار لسلب ارادته وتكريس انقسامة والثبات على برنامج اضاع القضية وفتك بها واستمرار لوجود اللصوص والفاسدين والعصابات المنظمة في حياته ومتصدرين القرار .. وعام ياتي من جديد نتمنى ان يكون افضل حالا مما مضى على الكرة الارضية وعام جديد على شعبنا يتخلص من الامه وازماته وعام يتم فيه تقرير حق المصير لشعبنا ونيل حقوقه التاريخية واختفاء اللصوص والمستبدين والفاسدين من حياته. وكل عام ياتي وانتم بخير يا شعبنا الفلسطيني وامتنا العربية والاسلامية وشعوب العالم.

من عجب العجاب ان يتحدث رئيس السلطة بعبارات شعبوية تخالف سلوكه و ممارساته التي لم تعد تخفى حتى على العامة في حين ان سقف محادثاته واتصالاته بالاسرائيليين لا يعدو عن كونه دور وظيفي بموجب قناعة اسرائيلية امريكية بتعزيز دور السلطة مادامت تقوم بهذا الدور الوظيفي ربما كانت كلمة رئيس الاركان كوفاخي توجز كثير مما سنقول حين كثفت السلطة عملياتها الامنية في كل مناطق أ و ب قبل اللقاء الاخير الذي تم مع وزير الحرب الصهيوني في منزله في شمال فلسطين المحتلة والذي حمل اسم (الازدهار والامن) طبيعي ان يحمل هذا الاسم بما يحمل من معاني وسلوكيات نفذتها السلطة ضد الحركة الوطنية الفلسطينية في الضفة الغربية وتزايد عدد العمليات التي تستهدف المستوطنين و جيش الاحتلال و في ظل عمل معاكس بدأ به المستوطنين في التهجم على القرى الفلسطينية والمزارع الفلسطينية و الغريب هنا ان يقبل عباس قارورة من زيت الزيتون التي اقل شجرة فيه اطول من عمر الاحتلال وعمر عباس في حد ذاته وهو زيتون فلسطيني تاريخي واملاك فلسطينية وكأن غينتس يريد ان يقول لن نتخلى عن الاستيطان ومصادرة الارض والمياه والاشجار ايضا وقبل بذلك عباس بدون اي اعتراض .

ولكن عباس يتحدث ويقول انه سيحارب العنف ويلاحقه ولن يتخلى عن التنسيق الامني الذي اعترف بفائدته كوفاخي .

الانطلاقة و في التحضير لاحتفالاتها يذهب الرئيس الفلسطيني للقاء كوفاخي تحت جدول عمل الامن اولا ثم بعض الحقوق المدنية للشعب الفلسطيني وبالتأكيد ان الاسرائيليين يضعوا الامن اولا بمقايدة عجيبة بمال لتعزيز السلطة في حين ايضا ان الاحتلال وامريكا والغرب يقرون بقاء الوضع كما هو عليه بدون اي افق سياسي او الرجوع حتى للمبادرات والمشاريع التي لا تعطي الفلسطينيين حقهم والتي لا تهدف لحل الصراع .

ماذا يقول الفتحاويون المحتشدون في اماكن مختلفة لاشعال شعلة الانطلاقة اهم حقا فتحاويون او هل هناك مراجعات يمكن ان تعيد سريان النهر لمجراه الاساسي ام مازالت تلك النخب والقاعدة الشعبية لحركة فتح مغررة بجمل شعبوية يرفضها الواقع الذي حركة فتح فيه الان فشتان بين فتح الانطلاقة وشعائرها وشهدائها واسراها وبين سلوك قيادة حركة فتح منذ سنوات وليس الان فحسب ، لماذا لم تعترض تلك النخب على هذا النهج ؟ لماذا تحولت الثقافة من ثقافة التحرير الى ثقافة الترويض السلوكي والثقافي لقبول الواقع وقبول قراصنة على هذه الارض واعطائهم الشرعية ، هل هناك من حركة تحرر تنازلت عن شبر واحد من اراضيها او حرف من حروف مبادئها دعونا ان نقول ان هناك في الامر شيئا من البدايات الى واقع النهايات .

عن اي امن وازدهار يتحدث عباس و غينتس و المستوطنين الاسرائيليين مطلوب حمايتهم ليس من جيش الاحتلال بل من الاجهزة الامنية للسلطة التي تقول عن نفسها انها وطنية في حين ان اسرائيل في اتفاقية اوسلو رفضت وضع كلمة وطنية في تعريف السلطة في اشارة بلاغية بأن السلطة هي احد المؤسسات التي يديرها الاحتلال وقبلت القيادة الفلسطينية بشطب كلمة الوطنية ولم تذكر اي محددات للاستيطان او رفض الاستيطان او وقف الاستيطان هكذا الواقع و هكذا الامور بل مطلوب من الشعب الفلسطيني ان لا يواجه عملية مصادرة الاراضي او القتل على الحواجز او مقاومة الاحتلال وبالتالي يتحقق الامن والازدهار للاسرائيليين والقتل والدمار وتدمير المنازل والمزارع يجب ان يتحمله الشعب الفلسطيني مقابل امن وازدهار الاتحلال وبعض ملايين الدولارات التي تحيي رجال السلطة ولا تحيي الشعب الفلسطيني .",unclear,,mistral:7b,unclear,<URL too short>,url_1,4
20220101,180,SETTLER,PALESTINIAN,https://www.alarab.com/Article/1018146,unclear,<URL too short>,mistral:7b,0.3,,0.3,,,,"اتكالا منا على الله.. اول الحروف للعاصفة...في بيانها الاول... وحجر رمي في نهر الاردن قالوا سيغير مجرى التاريخ.... الى الاعتراف بتوثيق مؤتمر هرتزل الاول.. واقرار سياسي وتاريخي وقانوني . بالاعتراف على معظم الارض التاريخية لصالح المشروع الصهيوني.. باغتيال العاصفة .

احتفى المحتفون با حتفالات خجولة بالانطلاقة وتحفظات باطنة معترضة على هذا النهج من الفتحاويين وما زالت قواعد فتح وكوادرها غير قادرة على زحزحه وانهاء هذا النهج المدمر للحركة الوطنية وفتح. لانطلاقة ثورة انتهكت مبادئها واهدافها وشرد وقتل كثير من مناضليها ودخلت دهاليز التسوية المميتة لقضيتنا وحقوقنا وكرامتنا وشهدائنا ليحتفلوا بخيبتهم وسقوط ثورة .. كان الاجدر ان تصوبوا بموضوعية سلوك وطريق لحركة استولى عليها مارقين ولصوص لترجعوا الحق الوطني الى نصابه ولتعيدوا شرف القسم والوعد فان الوعد والعهد مسؤلا ... وما زالت مشكلتنا قائمة في نخب تجامل وهي تدري او لا تدري انها تتساوق وتؤيد هؤلاء اللصوص. لثورة وكيان يبيع غالبية فلسطين في اول محطة تمكنت فيها تلك الفئة، في

في حين قراءة الواقع بشكل جيد يعطيك احداثيات الماضي.

قال رئيس أركان الجيش الإسرائيلي، أفيف كوخافي، إن جيشه كان يستعد لشن عملية أمنية واسعة في جنين قبل ثلاثة أشهر، لكن إسرائيل مارست ضغوطا على السلطة الفلسطينية حتى نفذت العملية بنفسه وصادرت اسلحة واعتقلت العشرات ولاحقت الارهبيين وعمليات العنف .

عام مضى حمل معه الكثير من الروايات والاحداث على المستوى الذاتي والاقليمي والدولي وكان عاما قاسيا على جمبع الشعوب في العالم. وانذا ر للبشرية ومهما اتت من قوة البطش والتقدم العلمي بان القوة لله وحده الواحد الاحد..وفلسطينيا حمل معه استمرار لسلب ارادته وتكريس انقسامة والثبات على برنامج اضاع القضية وفتك بها واستمرار لوجود اللصوص والفاسدين والعصابات المنظمة في حياته ومتصدرين القرار .. وعام ياتي من جديد نتمنى ان يكون افضل حالا مما مضى على الكرة الارضية وعام جديد على شعبنا يتخلص من الامه وازماته وعام يتم فيه تقرير حق المصير لشعبنا ونيل حقوقه التاريخية واختفاء اللصوص والمستبدين والفاسدين من حياته. وكل عام ياتي وانتم بخير يا شعبنا الفلسطيني وامتنا العربية والاسلامية وشعوب العالم.

من عجب العجاب ان يتحدث رئيس السلطة بعبارات شعبوية تخالف سلوكه و ممارساته التي لم تعد تخفى حتى على العامة في حين ان سقف محادثاته واتصالاته بالاسرائيليين لا يعدو عن كونه دور وظيفي بموجب قناعة اسرائيلية امريكية بتعزيز دور السلطة مادامت تقوم بهذا الدور الوظيفي ربما كانت كلمة رئيس الاركان كوفاخي توجز كثير مما سنقول حين كثفت السلطة عملياتها الامنية في كل مناطق أ و ب قبل اللقاء الاخير الذي تم مع وزير الحرب الصهيوني في منزله في شمال فلسطين المحتلة والذي حمل اسم (الازدهار والامن) طبيعي ان يحمل هذا الاسم بما يحمل من معاني وسلوكيات نفذتها السلطة ضد الحركة الوطنية الفلسطينية في الضفة الغربية وتزايد عدد العمليات التي تستهدف المستوطنين و جيش الاحتلال و في ظل عمل معاكس بدأ به المستوطنين في التهجم على القرى الفلسطينية والمزارع الفلسطينية و الغريب هنا ان يقبل عباس قارورة من زيت الزيتون التي اقل شجرة فيه اطول من عمر الاحتلال وعمر عباس في حد ذاته وهو زيتون فلسطيني تاريخي واملاك فلسطينية وكأن غينتس يريد ان يقول لن نتخلى عن الاستيطان ومصادرة الارض والمياه والاشجار ايضا وقبل بذلك عباس بدون اي اعتراض .

ولكن عباس يتحدث ويقول انه سيحارب العنف ويلاحقه ولن يتخلى عن التنسيق الامني الذي اعترف بفائدته كوفاخي .

الانطلاقة و في التحضير لاحتفالاتها يذهب الرئيس الفلسطيني للقاء كوفاخي تحت جدول عمل الامن اولا ثم بعض الحقوق المدنية للشعب الفلسطيني وبالتأكيد ان الاسرائيليين يضعوا الامن اولا بمقايدة عجيبة بمال لتعزيز السلطة في حين ايضا ان الاحتلال وامريكا والغرب يقرون بقاء الوضع كما هو عليه بدون اي افق سياسي او الرجوع حتى للمبادرات والمشاريع التي لا تعطي الفلسطينيين حقهم والتي لا تهدف لحل الصراع .

ماذا يقول الفتحاويون المحتشدون في اماكن مختلفة لاشعال شعلة الانطلاقة اهم حقا فتحاويون او هل هناك مراجعات يمكن ان تعيد سريان النهر لمجراه الاساسي ام مازالت تلك النخب والقاعدة الشعبية لحركة فتح مغررة بجمل شعبوية يرفضها الواقع الذي حركة فتح فيه الان فشتان بين فتح الانطلاقة وشعائرها وشهدائها واسراها وبين سلوك قيادة حركة فتح منذ سنوات وليس الان فحسب ، لماذا لم تعترض تلك النخب على هذا النهج ؟ لماذا تحولت الثقافة من ثقافة التحرير الى ثقافة الترويض السلوكي والثقافي لقبول الواقع وقبول قراصنة على هذه الارض واعطائهم الشرعية ، هل هناك من حركة تحرر تنازلت عن شبر واحد من اراضيها او حرف من حروف مبادئها دعونا ان نقول ان هناك في الامر شيئا من البدايات الى واقع النهايات .

عن اي امن وازدهار يتحدث عباس و غينتس و المستوطنين الاسرائيليين مطلوب حمايتهم ليس من جيش الاحتلال بل من الاجهزة الامنية للسلطة التي تقول عن نفسها انها وطنية في حين ان اسرائيل في اتفاقية اوسلو رفضت وضع كلمة وطنية في تعريف السلطة في اشارة بلاغية بأن السلطة هي احد المؤسسات التي يديرها الاحتلال وقبلت القيادة الفلسطينية بشطب كلمة الوطنية ولم تذكر اي محددات للاستيطان او رفض الاستيطان او وقف الاستيطان هكذا الواقع و هكذا الامور بل مطلوب من الشعب الفلسطيني ان لا يواجه عملية مصادرة الاراضي او القتل على الحواجز او مقاومة الاحتلال وبالتالي يتحقق الامن والازدهار للاسرائيليين والقتل والدمار وتدمير المنازل والمزارع يجب ان يتحمله الشعب الفلسطيني مقابل امن وازدهار الاتحلال وبعض ملايين الدولارات التي تحيي رجال السلطة ولا تحيي الشعب الفلسطيني .",unclear,,mistral:7b,unclear,<URL too short>,url_1,4
20220101,193,SETTLER,GUNMEN,https://alquds.com/2022/01/02/%D8%A7%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%85%D8%A9-%D8%A7%D9%84%D8%B4%D8%B9%D8%A8%D9%8A%D8%A9-%D8%AA%D8%B3%D8%AA%D8%B9%D8%B1-%D9%81%D9%8A-%D8%B4%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B6%D9%81%D8%A9/,push,displacement,mistral:7b,0.3,,0.3,,,,,,,mistral:7b,push,displacement,url_1,4
